# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"135","@KateCom96753798 @kikimelendez @KeneAkers And if they are not aware, that just proves that the history of slavery n… https://t.co/VuQT757ET1"
"136","@HepcatinExile @kikimelendez @KeneAkers were in effect owning slaves, and were extracting money from the labor of e… https://t.co/b8yHhWKR58"
"137","@HepcatinExile @kikimelendez @KeneAkers Exactly.  Slavery helped make the US have one of the leading economies in t… https://t.co/yxIsu4PT9I"
"138","@CatherineLouck3 @kikimelendez @KeneAkers https://t.co/9n4wgsJoqu"
"139","@kikimelendez @KeneAkers Slavery also happened elsewhere in the world.  But when you study American History… you ne… https://t.co/y2OsOh0LsN"
"140","@kikimelendez @KeneAkers It is true that slavery was on this continent before the formation of the US. But that doe… https://t.co/D2pCrB2Mlx"
"141","@PotsyNP @darryl_pete @KeneAkers Union Army records of deaths and contemporary writings from the time. I don’t endo… https://t.co/B4oHWV9WWd"
"142","@PotsyNP @darryl_pete @KeneAkers about it.  We need to research it, study it, try to understand it.  I’m certain th… https://t.co/zJhRhRamMP"
"143","@PotsyNP @darryl_pete @KeneAkers taught.  So I don’t begin to claim any authority… But it is clear, thousands died.… https://t.co/oJ0Dxi0uOW"
"144","@PotsyNP @darryl_pete @KeneAkers know, as in property contraband.  That language right there strongly implies that… https://t.co/99QsnV1ATf"
"145","@PotsyNP @darryl_pete @KeneAkers combination of blame such as Confederates starving blacks &amp; a liberating Union Arm… https://t.co/oXjehVVerw"
"146","@PotsyNP @darryl_pete @KeneAkers The point is that we IGNORE this important history and as such there’s not many go… https://t.co/57y5XNi31Q"
"147","@PcgDwhelan1 @DavidJollyFL Instead this is just pointless vitriol. Goodbye."
"148","@PcgDwhelan1 @DavidJollyFL I do.  You, however, have not cited any facts, data or context.  You just spout your nar… https://t.co/PFnKOVPI8M"
"149","@PcgDwhelan1 @DavidJollyFL So now you change the subject. 🙄 Maybe watch less tv and read more. Learning, questions,… https://t.co/oQuqZMdDjr"
"150","@PcgDwhelan1 @DavidJollyFL Try going to primary sources, get data and do basic math.  It’s not rocket science."
"151","@BrooklynBorn39 @seb4466 @DavidMDrucker @JoeBiden @RepDustyJohnson @thedispatch The time to have that conversation… https://t.co/ytAEzNDSie"
"152","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense Well apparently… https://t.co/HVxnzZzO9Q"
"153","@PcgDwhelan1 @DavidJollyFL Well so far you’ve offered no facts, no data and no context.  🙄  Waste of time 👋"
"154","@PcgDwhelan1 @DavidJollyFL But the Coronavirus response was a big part of the increase - and that was a bi-partisan… https://t.co/kV8FgSfKqR"
"155","@PcgDwhelan1 @DavidJollyFL Just because something doesn’t fit with your narrative doesn’t make it false.  The state… https://t.co/2jVL1zbmvY"
"156","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense @marcorubio I p… https://t.co/MyIxA5DD9L"
"157","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense @marcorubio cri… https://t.co/7etrl6SyRd"
"158","@hiltongrizz @PcgDwhelan1 @Harvard1988 @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense @marcorubio Who… https://t.co/12xTKJRj2o"
"159","@PcgDwhelan1 @Harvard1988 @hiltongrizz @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense BTW… while on C… https://t.co/o0mqtbhcOX"
"160","@PcgDwhelan1 @Harvard1988 @hiltongrizz @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense appears to have… https://t.co/e4Dy8N9kCO"
"161","@PcgDwhelan1 @Harvard1988 @hiltongrizz @SenatorFischer @CNN @washingtonpost @nytimes @DeptofDefense When you only b… https://t.co/eMp2tvfnlG"
"162","@whit1736 @mail_american @WalshFreedom @IlhanMN But recognize the very real difference of calling for violence and… https://t.co/pe070lExFa"
"163","@whit1736 @mail_american @WalshFreedom @IlhanMN Has Omar said offensive things?  A: yes What did D leadership do? A… https://t.co/vqH13q70iu"
"164","@whit1736 @mail_american @WalshFreedom @IlhanMN So where’s the equivalence to MTG’s encouraging violence or conspir… https://t.co/H4YwrYsQ4j"
"165","@whit1736 @mail_american @WalshFreedom @IlhanMN any disciplinary action (ex would have been to remove from educ com… https://t.co/T8FOYsik1C"
"166","@whit1736 @mail_american @WalshFreedom @IlhanMN Maybe you should Google and read what happened (1) MTG encouraged v… https://t.co/ODNRfTfeBF"
"167","@DrakeSadron @davidmweissman Maybe you should re-think that. D’s have criticized &amp; condemned Omar’s statements-forc… https://t.co/XdrDybv0Jf"
"168","@DrakeSadron @davidmweissman But hey if you want to defend someone who calls for violence that says more about you than anything else."
"169","@DrakeSadron @davidmweissman Did you read what McConnell &amp; McCarthy said? Many in GOP condemned just didn’t have co… https://t.co/PhHxBKroeT"
"170","@DrakeSadron @davidmweissman Despise Omar. Call out her positions with which you disagree. But be factual about it… https://t.co/GrQzqMhTQ5"
"171","@ScottUhlTX @GregAbbott_TX suffer the most.  But for cripes sake don’t say everything’s ok it’s the trees’ fault.… https://t.co/Brqf8otWqX"
"172","@ScottUhlTX @GregAbbott_TX I would like to point out that we have trees in Minnesota along with very cold weather.… https://t.co/dyoB8pqdgk"
"173","@1StrongBlack1 @Galileo242 @harrylitman Exactly.  Well said."
"174","@harrylitman Cooperate &amp; look."
"175","@andybrehm @mbrodkorb @drscottjensen @BirkMatt @GovTimWalz She was devastated. The baby was planned and very much w… https://t.co/ZCNrvjIc4J"
"176","@andybrehm @mbrodkorb @drscottjensen @BirkMatt @GovTimWalz And I’m sick of the rhetoric about abortions until birth… https://t.co/VxtfCAuWw3"
"177","@andybrehm @mbrodkorb @drscottjensen @BirkMatt @GovTimWalz BS. Walz didn’t lie.  And the law merely codifies the ri… https://t.co/rE5DTj5dzo"
"178","@AnitaAlexander1 @BobCurtisAgency @mnhumanrights 👏 Thank you for a civil, concise answer. I doubt that I could have… https://t.co/HkR6MeZoJq"
"179","@Far_Left_Logic @briangoboom @piper4missouri I was a bored young child who thought school was stupid.  She cared en… https://t.co/vomkQMKqCg"
"180","@Far_Left_Logic @briangoboom @piper4missouri I didn’t care.  But then again, I was so accustomed to the norm that I… https://t.co/MpsMz0ziPL"
"181","@Far_Left_Logic @briangoboom @piper4missouri worst teacher ever. Did he constantly talk about his orientation? No.… https://t.co/033gmVHrqM"
"182","@Far_Left_Logic @briangoboom @piper4missouri Miss L.  Looking back, I now know the orientation of all my teachers.… https://t.co/i8pGz8Exzx"
"183","@Far_Left_Logic @briangoboom @piper4missouri upon our teachers.  As a child I didn’t notice or think about the fact… https://t.co/a8oxuLNrnn"
"184","@Far_Left_Logic @briangoboom @piper4missouri No.  I don’t think people are calling you a liar just that you were so… https://t.co/DdhGbkeFn7"
"185","@thatgirlfromNK @BaskindMichelle @PattyMa26193784 @lisadubbels This does not sound like the words of someone w/o co… https://t.co/bbwMPXapXa"
"186","@thatgirlfromNK @BaskindMichelle @PattyMa26193784 @lisadubbels @BaskindMichelle I don’t have time to stalk people’s… https://t.co/7Zad0gp9eG"
"187","@BaskindMichelle @lisadubbels I was at a meeting today where we discussed Social Justice issues.  Much of the discu… https://t.co/8AxLcGNpkd"
"188","@AndrewGisler @cringetalk @WalshFreedom And just a common sense check here.  Trump had 2 AG’s who could have charge… https://t.co/QPdxMwHZ9v"
"189","@AndrewGisler @cringetalk @WalshFreedom There are many legitimate criticisms but there IS a mens rea element to the… https://t.co/IiejWDer8X"
"190","@AndrewGisler @cringetalk @WalshFreedom The IG report said that there exists no history of charging people under su… https://t.co/N25A82iBsQ"
"191","@AndrewGisler @cringetalk @WalshFreedom Section 1924 of Title 18  is the relevant statute: https://t.co/wI8BvYYLqK"
"192","@dwyrain_ffriseg @UpTheClaretsFB @mgoomusic @ArchewellBaby Actually it IS evidence. Evidence that can be challenged… https://t.co/aw1eL7OnqC"
"193","@DanielS24278632 @samknotty @mgoomusic @DuchessOfSilver @ArchewellBaby It’s called the law."
"194","@hugolowell It took this long to come up with that lame excuse????"
"195","@RyanCaseyWA @renato_mariotti Except that’s not true. Slave codes existed until the civil war when they were replac… https://t.co/va2FKZIvof"
"196","@Bongley72 @Suz_Chirps @LEBassett But try to remember who would even know what it looks like from the top but for a drone?"
"197","@Bongley72 @Suz_Chirps @LEBassett Remember the photos that are unflattering were taken from arial drones. Look at t… https://t.co/m6hbQGxQn7"
"198","@ChrisTo47608422 @cringetalk @WalshFreedom And if you don’t like the words of the prosecutors or the IG report, jus… https://t.co/zJruUsuvsG"
"199","@ChrisTo47608422 @cringetalk @WalshFreedom Someone can do something wrong or ill-advised without actually breaking… https://t.co/4fReqleHfx"
"200","@ChrisTo47608422 @cringetalk @WalshFreedom Quit listening to pundits and read the statute and the IG report.  There… https://t.co/uzBZWkYd4y"
"201","@cringetalk @WalshFreedom Try to set aside your bias and try to understand the law. Knowledge and intent are elemen… https://t.co/W8ccDdBrbP"
"202","@Lsantos090769 @Harvard1988 @AWeissmann_ And there is a huge difference between Congressional Investigations/ Heari… https://t.co/PRy1PoOdcQ"
"203","@Lsantos090769 @Harvard1988 @AWeissmann_ Watergate. It also took @ 2yrs b4 any prosecutions in Whitewater, 3 yrs to… https://t.co/XuhcftY7LO"
"204","@Lsantos090769 @Harvard1988 @AWeissmann_ Do you really know that he did nothing?  I don’t know.  I hope not. Time w… https://t.co/eIu5nzAbsN"
"205","@nkanow @duty2warn I agree that it’s about Biden/Garland  bending over backwards, but it’s sad that there are trust… https://t.co/d6Toe2bCP9"
"206","@PatGregg2 @Lsantos090769 @Harvard1988 @AWeissmann_ https://t.co/mk3ARzzGhY"
"207","@PatGregg2 @Lsantos090769 @Harvard1988 @AWeissmann_ I agree. I think it was the right thing to do. I don’t think it… https://t.co/FR6vVK3juE"
"208","@Lsantos090769 @Harvard1988 @AWeissmann_ I hope you are wrong.  Since I don’t know him, I can’t really tell. It is… https://t.co/m3XGRZNvZw"
"209","@JohnFox92095875 @MaineNature @harrylitman 3 yrs to prosecute O North in Iran Contra. Durham’s investigation 3 yrs… https://t.co/ULhIwFgsvI"
"210","@JohnFox92095875 @MaineNature @harrylitman Yes!  And apart from the fact that investigations take time. (especially… https://t.co/jYjlKhHZdD"
"211","@lander @MuellerSheWrote That’s not to say don’t push for accountability, answers &amp; transparency… just understand t… https://t.co/NrFkkoYL5i"
"212","@realjordan_M @lander @MuellerSheWrote I understand frustration and the feeling that things are taking too long.  B… https://t.co/e2RgkMDLxc"
"213","@lander @Doc_gnosis @MuellerSheWrote evidence to support testimony or bolster credibility of witness"
"214","@lander @Doc_gnosis @MuellerSheWrote That is unfortunate bc, I think it’s probable that he committed a crime.  But… https://t.co/wbXapDG7PF"
"215","@realjordan_M @lander @Doc_gnosis @MuellerSheWrote Ok.  Reality check.  Sometimes there just isn’t enough credible… https://t.co/4m0sCZZCfO"
"216","@NORSTRAT @MuellerSheWrote @_MeMyself_N_I_ Has the DOJ been too cautious?  I don’t know- maybe.  But, I do know it… https://t.co/rFd9C5L8vS"
"217","@NORSTRAT @MuellerSheWrote @_MeMyself_N_I_ Instead of feeling pressure to resign after 1/6, they felt emboldened bc… https://t.co/Nk8FlPhxne"
"218","@NORSTRAT @MuellerSheWrote @_MeMyself_N_I_ I would say that it’s the voters’ job to stop them.  Voters re-elected J… https://t.co/6XsbEf5NBb"
"219","@mst3kharris @duty2warn Agreed.  I fear the reasonable conservatives have learned the lesson of Liz Cheney. Stand u… https://t.co/M8CvJ4TbKs"
"220","@mst3kharris @duty2warn At this point any moderation is welcome.  If there are 6-10 moderately sane R’s that keep u… https://t.co/FMS8YmorNI"
"221","@MissM_19 @drodutola2022 @WendyHassonMD And many people selflessly dedicate their lives to making the world better,… https://t.co/ZnIR35KJcn"
"222","@MissM_19 @drodutola2022 @WendyHassonMD I think people often have a magical definition of miracle. I believe the mi… https://t.co/CmwzuUyFZr"
"223","@berkhead17 @duty2warn Exactly what centrist republicans?"
"224","@Oludre7 @D_D_Ollie @againstcharges @RepDavidTrone It’s a nightmare however it plays out.  There are no R’s willing… https://t.co/Gp67z2JFok"
"225","@Oludre7 @againstcharges @RepDavidTrone Because McCarthy has proven himself to be so trustworthy and willing to  st… https://t.co/6YCZKk77lx"
"226","@againstcharges @LynnEtt56280884 @RepDavidTrone Seriously, what 5 normalish R’s are there?  No moderate candidate h… https://t.co/8FRhHfjOdc"
"227","@DemsInArray @Olivia_Beavers https://t.co/ZdmEjkbf9W"
"228","@DemsInArray @Olivia_Beavers The GOP has become extremists by primary-ing from right. They have run all centrists o… https://t.co/BrX0qMf1Aj"
"229","@DemsInArray @Olivia_Beavers He’s not a centrist. He’s just not part of the clown show so I guess that’s the new definition."
"230","@StingrayNarwhal @adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger It is the R caucus. It’s their mess. They have… https://t.co/MvqFDYXCrS"
"231","@Faux_Schlmoe @Aresvonzeus @shillito_ray @adrcatgul @HowieLevit @AdamKinzinger And I will repeat, the GOP has not h… https://t.co/UqeMcdODz7"
"232","@Faux_Schlmoe @Aresvonzeus @shillito_ray @adrcatgul @HowieLevit @AdamKinzinger Again.  There’s no denying that gerr… https://t.co/KiDncA0oqH"
"233","@RyAnnieAnnie @ThirdWayMattB I see you conveniently neglected to mention where the location of the games were that… https://t.co/30QagUnZBZ"
"234","@shillito_ray @adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger Unfortunate but not surprising."
"235","@shillito_ray @adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger There’s no denying that gerrymandering happens. B… https://t.co/0JCOjmzsCn"
"236","@RichSpence10 @RepJimmyGomez @GOP It would just be removing 1 vote for Jeffries since he’s a Democrat."
"237","@sharila @DtownGuardian @Hound_Syrup @BrookeG02024834 Exactly.  This young man may find comfort in the fact that pe… https://t.co/vv0Ih1J5Ba"
"238","@JMS_0627 @jenniferbaxley8 @DrNaber @cbouzy True that.  Ultra conservative Liz Cheney was about as moderate as the… https://t.co/dHTWybphey"
"239","@jenniferbaxley8 @DrNaber @cbouzy ideas, but it isn’t held hostage by extremists. The D’s had no hand in making this mess."
"240","@jenniferbaxley8 @DrNaber @cbouzy Please find some moderate R’s. But you aren’t going to bc they learned the lesson… https://t.co/dS8VpiPfsR"
"241","@adrcatgul @Faux_Schlmoe @HowieLevit @AdamKinzinger It is very unfortunate.  But it is what the voters chose. It’s… https://t.co/duwnvBEmPe"
"242","@PLegalization @WalshFreedom Competent"
"243","@Robertson1221 @TTUJorge @BradMossEsq No Butterfield &amp; Doyle didn’t run for re-election. The 2022 election filled b… https://t.co/wmGtpBPrNT"
"244","@Robertson1221 @BradMossEsq @RadioFreeTom Both resigned by not running for reelection.  Summer Lee (D) won Doyle’s… https://t.co/2Bf3IYek4e"
"245","@pronounicus @DCCyclone @davidgaw @brooklynmarie by her caucus - which allowed her to maintain a united caucus."
"1","@TheGaryWarner That seems unconstitutional and unfair to the people of those districts."
"2","@ORSenateGOP @RobForOregon I stand with the Oregon Republican Senators!  Maybe the Democrats could tone down their agenda a little bit?"
"3","@IamTravisNelson Okay Groomer"
"4","@IamTravisNelson I stand with the Republican Senators.  How about some compromise and balance in Oregon, instead of… https://t.co/Tfi2Msy6tO"
"5","@ORHouseDems @juliefahey It's no surprise that you want to spend more of our money."
"6","@SenJeffMerkley You'll never stop spending, will you?"
"7","@KEZI9 I stand with them. They are representing their constituents, which a majority of them want them to walk out… https://t.co/QLJq0xXNIO"
"8","@KGWNews I stand with the Oregon Senate Republicans.  Perhaps the Majority Democrats should tone down their radical agenda, just a smidge?"
"9","@KGWNews https://t.co/8QTd8h8JH3"
